"","State","Year","Month","ILITotal","TotalPatients"
"1","Alabama",2010,10,994,47247
"2","Alabama",2010,11,1555,44875
"3","Alabama",2010,12,3665,43646
"4","Alabama",2011,1,7222,58704
"5","Alabama",2011,2,5740,50241
"6","Alabama",2011,3,2054,40367
"7","Alabama",2011,4,1133,38719
"8","Alabama",2011,5,706,26046
"9","Alabama",2011,6,523,22560
"10","Alabama",2011,7,460,26614
"11","Alabama",2011,8,397,22479
"12","Alabama",2011,9,784,24635
"13","Alabama",2011,10,1515,47811
"14","Alabama",2011,11,1381,35609
"15","Alabama",2011,12,1940,41252
"16","Alabama",2012,1,1989,36682
"17","Alabama",2012,2,2727,42223
"18","Alabama",2012,3,2403,43201
"19","Alabama",2012,4,1314,31988
"20","Alabama",2012,5,1279,28293
"21","Alabama",2012,6,951,26830
"22","Alabama",2012,7,689,20798
"23","Alabama",2012,8,740,22014
"24","Alabama",2012,9,1417,29097
"25","Alabama",2012,10,1052,62613
"26","Alabama",2012,11,1739,60287
"27","Alabama",2012,12,6762,75524
"28","Alabama",2013,1,3333,51771
"29","Alabama",2013,2,2032,52308
"30","Alabama",2013,3,1859,58326
"31","Alabama",2013,4,531,42690
"32","Alabama",2013,5,247,34867
"33","Alabama",2013,6,180,38815
"34","Alabama",2013,7,81,28093
"35","Alabama",2013,8,152,39740
"36","Alabama",2013,9,317,33781
"37","Alabama",2013,10,1113,55439
"38","Alabama",2013,11,2433,71506
"39","Alabama",2013,12,3440,52216
"40","Alabama",2014,1,2433,46037
"41","Alabama",2014,2,1373,42879
"42","Alabama",2014,3,826,46318
"43","Alabama",2014,4,419,34010
"44","Alabama",2014,5,531,37979
"45","Alabama",2014,6,289,25813
"46","Alabama",2014,7,193,23704
"47","Alabama",2014,8,429,33930
"48","Alabama",2014,9,526,27120
"49","Alabama",2014,10,950,51484
"50","Alabama",2014,11,2330,56158
"51","Alabama",2014,12,5207,41711
"52","Alabama",2015,1,4385,51013
"53","Alabama",2015,2,2595,36402
"54","Alabama",2015,3,1444,32895
"55","Alabama",2015,4,517,29755
"56","Alabama",2015,5,342,24103
"57","Alabama",2015,6,150,16659
"58","Alabama",2015,7,116,15173
"59","Alabama",2015,8,260,26039
"60","Alabama",2015,9,306,25991
"61","Alabama",2015,10,1188,50354
"62","Alabama",2015,11,1163,45445
"63","Alabama",2015,12,1217,42510
"64","Alabama",2016,1,1673,56080
"65","Alabama",2016,2,1657,44869
"66","Alabama",2016,3,1991,35904
"67","Alabama",2016,4,1646,40471
"68","Alabama",2016,5,657,26139
"69","Alabama",2016,6,299,20115
"70","Alabama",2016,7,231,24228
"71","Alabama",2016,8,311,23273
"72","Alabama",2016,9,383,23913
"73","Alabama",2016,10,731,36953
"74","Alabama",2016,11,764,28801
"75","Alabama",2016,12,1423,37097
"76","Alabama",2017,1,1524,30510
"77","Alabama",2017,2,2584,35285
"78","Alabama",2017,3,2120,33015
"79","Alabama",2017,4,1146,35524
"80","Alabama",2017,5,609,26437
"81","Alabama",2017,6,195,18082
"82","Alabama",2017,7,172,21204
"83","Alabama",2017,8,200,18118
"84","Alabama",2017,9,424,25389
"85","Alabama",2017,10,2945,157015
"86","Alabama",2017,11,4010,154678
"87","Alabama",2017,12,10949,193610
"88","Alabama",2018,1,18848,164596
"89","Alabama",2018,2,15471,168106
"90","Alabama",2018,3,4766,177711
"91","Alabama",2018,4,2463,152939
"92","Alabama",2018,5,1732,148345
"93","Alabama",2018,6,1359,170218
"94","Alabama",2018,7,910,142640
"95","Alabama",2018,8,1291,145101
"96","Alabama",2018,9,2232,155340
"97","Arizona",2010,10,828,101283
"98","Arizona",2010,11,1086,99630
"99","Arizona",2010,12,1830,94044
"100","Arizona",2011,1,2562,132215
"101","Arizona",2011,2,2902,114700
"102","Arizona",2011,3,1483,103599
"103","Arizona",2011,4,1238,126313
"104","Arizona",2011,5,598,92600
"105","Arizona",2011,6,367,80965
"106","Arizona",2011,7,402,100922
"107","Arizona",2011,8,386,88511
"108","Arizona",2011,9,458,88684
"109","Arizona",2011,10,722,106237
"110","Arizona",2011,11,868,77335
"111","Arizona",2011,12,1063,91857
"112","Arizona",2012,1,860,78061
"113","Arizona",2012,2,1282,77322
"114","Arizona",2012,3,1616,93780
"115","Arizona",2012,4,964,66972
"116","Arizona",2012,5,557,52153
"117","Arizona",2012,6,477,63549
"118","Arizona",2012,7,264,48427
"119","Arizona",2012,8,487,41237
"120","Arizona",2012,9,708,59435
"121","Arizona",2012,10,601,72669
"122","Arizona",2012,11,834,70934
"123","Arizona",2012,12,1712,95999
"124","Arizona",2013,1,3141,84429
"125","Arizona",2013,2,2679,86629
"126","Arizona",2013,3,1465,94818
"127","Arizona",2013,4,687,70330
"128","Arizona",2013,5,514,58221
"129","Arizona",2013,6,429,65546
"130","Arizona",2013,7,248,50193
"131","Arizona",2013,8,466,69133
"132","Arizona",2013,9,320,38626
"133","Arizona",2013,10,1072,116220
"134","Arizona",2013,11,1584,134132
"135","Arizona",2013,12,1621,102278
"136","Arizona",2014,1,2763,108306
"137","Arizona",2014,2,2929,116914
"138","Arizona",2014,3,2052,127236
"139","Arizona",2014,4,1150,79451
"140","Arizona",2014,5,1378,92216
"141","Arizona",2014,6,570,67725
"142","Arizona",2014,7,533,73226
"143","Arizona",2014,8,750,99639
"144","Arizona",2014,9,869,79970
"145","Arizona",2014,10,1109,117884
"146","Arizona",2014,11,1512,136729
"147","Arizona",2014,12,1569,97663
"148","Arizona",2015,1,3358,104782
"149","Arizona",2015,2,2326,90026
"150","Arizona",2015,3,1560,99283
"151","Arizona",2015,4,1179,93648
"152","Arizona",2015,5,1149,94587
"153","Arizona",2015,6,635,78478
"154","Arizona",2015,7,476,73323
"155","Arizona",2015,8,741,98090
"156","Arizona",2015,9,718,79559
"157","Arizona",2015,10,1619,120180
"158","Arizona",2015,11,1697,91783
"159","Arizona",2015,12,2026,80584
"160","Arizona",2016,1,3161,107651
"161","Arizona",2016,2,4551,92210
"162","Arizona",2016,3,3614,91062
"163","Arizona",2016,4,2790,103884
"164","Arizona",2016,5,1411,80770
"165","Arizona",2016,6,1012,84309
"166","Arizona",2016,7,748,86379
"167","Arizona",2016,8,385,69302
"168","Arizona",2016,9,323,53271
"169","Arizona",2016,10,1300,129755
"170","Arizona",2016,11,1117,88239
"171","Arizona",2016,12,2349,117957
"172","Arizona",2017,1,2239,99806
"173","Arizona",2017,2,2430,99653
"174","Arizona",2017,3,2337,96741
"175","Arizona",2017,4,2292,99982
"176","Arizona",2017,5,1695,78628
"177","Arizona",2017,6,1051,70863
"178","Arizona",2017,7,1029,89158
"179","Arizona",2017,8,1124,72852
"180","Arizona",2017,9,1314,74550
"181","Arizona",2017,10,1561,74116
"182","Arizona",2017,11,1454,63170
"183","Arizona",2017,12,3981,77919
"184","Arizona",2018,1,4179,70935
"185","Arizona",2018,2,3585,70166
"186","Arizona",2018,3,3078,79647
"187","Arizona",2018,4,2064,65635
"188","Arizona",2018,5,1496,56759
"189","Arizona",2018,6,1141,55039
"190","Arizona",2018,7,789,46476
"191","Arizona",2018,8,972,52419
"192","Arizona",2018,9,958,38308
"193","Arkansas",2010,10,65,11463
"194","Arkansas",2010,11,242,17448
"195","Arkansas",2010,12,272,15121
"196","Arkansas",2011,1,955,18005
"197","Arkansas",2011,2,1262,17587
"198","Arkansas",2011,3,609,15286
"199","Arkansas",2011,4,130,14643
"200","Arkansas",2011,5,42,5937
"201","Arkansas",2011,6,35,4612
"202","Arkansas",2011,7,8,3827
"203","Arkansas",2011,8,13,2689
"204","Arkansas",2011,9,35,4021
"205","Arkansas",2011,10,162,16783
"206","Arkansas",2011,11,249,18272
"207","Arkansas",2011,12,385,22474
"208","Arkansas",2012,1,376,19778
"209","Arkansas",2012,2,466,21588
"210","Arkansas",2012,3,944,23194
"211","Arkansas",2012,4,178,17044
"212","Arkansas",2012,5,112,13077
"213","Arkansas",2012,6,21,8500
"214","Arkansas",2012,7,3,4564
"215","Arkansas",2012,8,8,2376
"216","Arkansas",2012,9,2,2522
"217","Arkansas",2012,10,107,15917
"218","Arkansas",2012,11,89,14677
"219","Arkansas",2012,12,641,21320
"220","Arkansas",2013,1,979,18009
"221","Arkansas",2013,2,369,14168
"222","Arkansas",2013,3,180,13051
"223","Arkansas",2013,4,36,8539
"224","Arkansas",2013,5,8,4441
"225","Arkansas",2013,6,7,5291
"226","Arkansas",2013,7,2,3979
"227","Arkansas",2013,8,5,6445
"228","Arkansas",2013,9,18,6501
"229","Arkansas",2013,10,287,17249
"230","Arkansas",2013,11,437,20334
"231","Arkansas",2013,12,462,13210
"232","Arkansas",2014,1,1048,15678
"233","Arkansas",2014,2,762,15500
"234","Arkansas",2014,3,271,16100
"235","Arkansas",2014,4,93,10616
"236","Arkansas",2014,5,77,8295
"237","Arkansas",2014,6,9,3675
"238","Arkansas",2014,7,7,2763
"239","Arkansas",2014,8,5,4766
"240","Arkansas",2014,9,11,5496
"241","Arkansas",2014,10,285,22752
"242","Arkansas",2014,11,429,27671
"243","Arkansas",2014,12,1276,21395
"244","Arkansas",2015,1,1621,24590
"245","Arkansas",2015,2,852,15462
"246","Arkansas",2015,3,438,12962
"247","Arkansas",2015,4,173,13590
"248","Arkansas",2015,5,65,11260
"249","Arkansas",2015,6,42,7110
"250","Arkansas",2015,7,25,5974
"251","Arkansas",2015,8,9,5949
"252","Arkansas",2015,9,17,6440
"253","Arkansas",2015,10,181,20064
"254","Arkansas",2015,11,210,18733
"255","Arkansas",2015,12,224,17432
"256","Arkansas",2016,1,359,21580
"257","Arkansas",2016,2,541,20742
"258","Arkansas",2016,3,595,12659
"259","Arkansas",2016,4,471,15293
"260","Arkansas",2016,5,168,8182
"261","Arkansas",2016,6,4,3457
"262","Arkansas",2016,7,11,4754
"263","Arkansas",2016,8,7,3711
"264","Arkansas",2016,9,24,5480
"265","Arkansas",2016,10,179,18722
"266","Arkansas",2016,11,265,16694
"267","Arkansas",2016,12,300,18115
"268","Arkansas",2017,1,455,15370
"269","Arkansas",2017,2,1668,19764
"270","Arkansas",2017,3,676,16202
"271","Arkansas",2017,4,355,17834
"272","Arkansas",2017,5,150,10769
"273","Arkansas",2017,6,55,8843
"274","Arkansas",2017,7,42,8897
"275","Arkansas",2017,8,40,6496
"276","Arkansas",2017,9,126,12808
"277","Arkansas",2017,10,193,18814
"278","Arkansas",2017,11,285,18519
"279","Arkansas",2017,12,1204,20763
"280","Arkansas",2018,1,1584,17416
"281","Arkansas",2018,2,1939,22180
"282","Arkansas",2018,3,516,19513
"283","Arkansas",2018,4,144,12653
"284","Arkansas",2018,5,130,9765
"285","Arkansas",2018,6,79,8114
"286","Arkansas",2018,7,43,6822
"287","Arkansas",2018,8,45,7074
"288","Arkansas",2018,9,94,8345
"289","California",2010,10,2806,135714
"290","California",2010,11,3542,127386
"291","California",2010,12,4238,125949
"292","California",2011,1,6552,159907
"293","California",2011,2,7545,155364
"294","California",2011,3,6569,149310
"295","California",2011,4,4525,173236
"296","California",2011,5,2689,127428
"297","California",2011,6,2066,98629
"298","California",2011,7,1782,114506
"299","California",2011,8,1020,88551
"300","California",2011,9,1563,94828
"301","California",2011,10,3343,159597
"302","California",2011,11,3236,132326
"303","California",2011,12,3906,134307
"304","California",2012,1,3891,122799
"305","California",2012,2,5202,140299
"306","California",2012,3,5033,155435
"307","California",2012,4,3289,129611
"308","California",2012,5,2611,118518
"309","California",2012,6,2321,116936
"310","California",2012,7,1466,82323
"311","California",2012,8,1276,78560
"312","California",2012,9,3029,132371
"313","California",2012,10,3153,138620
"314","California",2012,11,3258,127716
"315","California",2012,12,4753,155464
"316","California",2013,1,5893,126977
"317","California",2013,2,7453,143927
"318","California",2013,3,5800,166025
"319","California",2013,4,2611,131236
"320","California",2013,5,2129,129036
"321","California",2013,6,2039,132918
"322","California",2013,7,1271,96238
"323","California",2013,8,1566,120392
"324","California",2013,9,1775,101605
"325","California",2013,10,2808,165102
"326","California",2013,11,4263,190534
"327","California",2013,12,4294,138407
"328","California",2014,1,7171,149078
"329","California",2014,2,5974,158622
"330","California",2014,3,4658,186036
"331","California",2014,4,2540,134310
"332","California",2014,5,2699,148036
"333","California",2014,6,1970,109021
"334","California",2014,7,1514,100680
"335","California",2014,8,1496,125959
"336","California",2014,9,1769,99090
"337","California",2014,10,3526,184382
"338","California",2014,11,4766,208470
"339","California",2014,12,4499,155252
"340","California",2015,1,9806,214036
"341","California",2015,2,6850,180304
"342","California",2015,3,5216,175470
"343","California",2015,4,3764,162114
"344","California",2015,5,4138,190616
"345","California",2015,6,2222,115405
"346","California",2015,7,1445,106072
"347","California",2015,8,1697,144954
"348","California",2015,9,1571,124999
"349","California",2015,10,2951,200022
"350","California",2015,11,3265,164497
"351","California",2015,12,3453,155827
"352","California",2016,1,5370,198190
"353","California",2016,2,7234,189679
"354","California",2016,3,5934,174510
"355","California",2016,4,4267,210794
"356","California",2016,5,2354,148660
"357","California",2016,6,1628,126132
"358","California",2016,7,1535,148652
"359","California",2016,8,1165,122051
"360","California",2016,9,2073,133484
"361","California",2016,10,3739,254541
"362","California",2016,11,3649,204008
"363","California",2016,12,6047,241212
"364","California",2017,1,6190,203833
"365","California",2017,2,5387,198556
"366","California",2017,3,4253,197292
"367","California",2017,4,3973,231780
"368","California",2017,5,2480,173512
"369","California",2017,6,1990,143279
"370","California",2017,7,1944,165549
"371","California",2017,8,1423,144075
"372","California",2017,9,2928,205778
"373","California",2017,10,3314,201402
"374","California",2017,11,3739,185641
"375","California",2017,12,8476,231230
"376","California",2018,1,8672,187146
"377","California",2018,2,7983,207738
"378","California",2018,3,7965,247853
"379","California",2018,4,3807,193999
"380","California",2018,5,3102,178787
"381","California",2018,6,2719,184983
"382","California",2018,7,1539,155959
"383","California",2018,8,1486,160024
"384","California",2018,9,2115,158592
"385","Colorado",2010,10,576,76719
"386","Colorado",2010,11,577,73193
"387","Colorado",2010,12,619,72851
"388","Colorado",2011,1,1203,98841
"389","Colorado",2011,2,2325,84697
"390","Colorado",2011,3,1718,86175
"391","Colorado",2011,4,871,99787
"392","Colorado",2011,5,494,76265
"393","Colorado",2011,6,297,71854
"394","Colorado",2011,7,310,88634
"395","Colorado",2011,8,317,78104
"396","Colorado",2011,9,463,70541
"397","Colorado",2011,10,651,100189
"398","Colorado",2011,11,460,78969
"399","Colorado",2011,12,667,95586
"400","Colorado",2012,1,675,85965
"401","Colorado",2012,2,1011,90016
"402","Colorado",2012,3,1466,115022
"403","Colorado",2012,4,612,84905
"404","Colorado",2012,5,431,82718
"405","Colorado",2012,6,385,96346
"406","Colorado",2012,7,266,77085
"407","Colorado",2012,8,288,84516
"408","Colorado",2012,9,530,102557
"409","Colorado",2012,10,416,82624
"410","Colorado",2012,11,572,80952
"411","Colorado",2012,12,1971,102678
"412","Colorado",2013,1,2845,87979
"413","Colorado",2013,2,2110,92694
"414","Colorado",2013,3,1125,111900
"415","Colorado",2013,4,483,83495
"416","Colorado",2013,5,463,86660
"417","Colorado",2013,6,403,100543
"418","Colorado",2013,7,304,77813
"419","Colorado",2013,8,359,81784
"420","Colorado",2013,9,500,78868
"421","Colorado",2013,10,558,87278
"422","Colorado",2013,11,699,106188
"423","Colorado",2013,12,1503,80619
"424","Colorado",2014,1,1995,89442
"425","Colorado",2014,2,1262,92472
"426","Colorado",2014,3,1004,118690
"427","Colorado",2014,4,577,92193
"428","Colorado",2014,5,166,34056
"429","Colorado",2014,6,61,12058
"430","Colorado",2014,7,46,11845
"431","Colorado",2014,8,82,16761
"432","Colorado",2014,9,59,12094
"433","Colorado",2014,10,69,15242
"434","Colorado",2014,11,66,16447
"435","Colorado",2014,12,245,13518
"436","Colorado",2015,1,543,17171
"437","Colorado",2015,2,273,14904
"438","Colorado",2015,3,158,13393
"439","Colorado",2015,4,96,12899
"440","Colorado",2015,5,74,15887
"441","Colorado",2015,6,35,11925
"442","Colorado",2015,7,38,12293
"443","Colorado",2015,8,75,16544
"444","Colorado",2015,9,60,12638
"445","Colorado",2015,10,90,17970
"446","Colorado",2015,11,62,13280
"447","Colorado",2015,12,95,14280
"448","Colorado",2016,1,163,16024
"449","Colorado",2016,2,209,14963
"450","Colorado",2016,3,256,15126
"451","Colorado",2016,4,205,17494
"452","Colorado",2016,5,85,12845
"453","Colorado",2016,6,58,12699
"454","Colorado",2016,7,47,15785
"455","Colorado",2016,8,44,12461
"456","Colorado",2016,9,145,14107
"457","Colorado",2016,10,178,19466
"458","Colorado",2016,11,101,14162
"459","Colorado",2016,12,237,15823
"460","Colorado",2017,1,269,14052
"461","Colorado",2017,2,213,11199
"462","Colorado",2017,3,221,13982
"463","Colorado",2017,4,231,18294
"464","Colorado",2017,5,145,13118
"465","Colorado",2017,6,39,6739
"466","Colorado",2017,7,52,15474
"467","Colorado",2017,8,71,13937
"468","Colorado",2017,9,513,117311
"469","Colorado",2017,10,574,94508
"470","Colorado",2017,11,894,92752
"471","Colorado",2017,12,2166,118262
"472","Colorado",2018,1,2697,98938
"473","Colorado",2018,2,3252,104064
"474","Colorado",2018,3,1907,121994
"475","Colorado",2018,4,694,94728
"476","Colorado",2018,5,414,92378
"477","Colorado",2018,6,312,108152
"478","Colorado",2018,7,173,83590
"479","Colorado",2018,8,203,89912
"480","Colorado",2018,9,339,88229
"481","Connecticut",2010,10,43,16417
"482","Connecticut",2010,11,66,14260
"483","Connecticut",2010,12,81,13009
"484","Connecticut",2011,1,153,14659
"485","Connecticut",2011,2,386,20805
"486","Connecticut",2011,3,165,17235
"487","Connecticut",2011,4,83,21815
"488","Connecticut",2011,5,10,9412
"489","Connecticut",2011,6,3,5300
"490","Connecticut",2011,7,0,6617
"491","Connecticut",2011,8,3,6004
"492","Connecticut",2011,9,2,13349
"493","Connecticut",2011,10,35,22126
"494","Connecticut",2011,11,37,16888
"495","Connecticut",2011,12,55,14585
"496","Connecticut",2012,1,58,11815
"497","Connecticut",2012,2,117,17379
"498","Connecticut",2012,3,93,16102
"499","Connecticut",2012,4,35,9769
"500","Connecticut",2012,5,16,5474
"501","Connecticut",2012,6,29,5462
"502","Connecticut",2012,7,24,4600
"503","Connecticut",2012,8,18,5162
"504","Connecticut",2012,9,37,11985
"505","Connecticut",2012,10,90,21964
"506","Connecticut",2012,11,135,18866
"507","Connecticut",2012,12,299,21286
"508","Connecticut",2013,1,625,16335
"509","Connecticut",2013,2,334,16391
"510","Connecticut",2013,3,224,17034
"511","Connecticut",2013,4,103,14000
"512","Connecticut",2013,5,50,8086
"513","Connecticut",2013,6,4,1111
"514","Connecticut",2013,7,0,266
"515","Connecticut",2013,8,1,1654
"516","Connecticut",2013,9,69,7003
"517","Connecticut",2013,10,230,26687
"518","Connecticut",2013,11,246,17949
"519","Connecticut",2013,12,97,8259
"520","Connecticut",2014,1,130,7497
"521","Connecticut",2014,2,562,19013
"522","Connecticut",2014,3,372,14734
"523","Connecticut",2014,4,512,19093
"524","Connecticut",2014,5,183,8695
"525","Connecticut",2014,6,0,596
"526","Connecticut",2014,7,1,569
"527","Connecticut",2014,8,2,1904
"528","Connecticut",2014,9,11,5766
"529","Connecticut",2014,10,245,16066
"530","Connecticut",2014,11,360,17742
"531","Connecticut",2014,12,279,16137
"532","Connecticut",2015,1,621,16673
"533","Connecticut",2015,2,1041,19050
"534","Connecticut",2015,3,472,19360
"535","Connecticut",2015,4,333,18481
"536","Connecticut",2015,5,232,16010
"537","Connecticut",2015,6,62,8883
"538","Connecticut",2015,7,49,10288
"539","Connecticut",2015,8,7,10852
"540","Connecticut",2015,9,14,12871
"541","Connecticut",2015,10,225,24734
"542","Connecticut",2015,11,297,21753
"543","Connecticut",2015,12,303,19315
"544","Connecticut",2016,1,537,18190
"545","Connecticut",2016,2,765,20661
"546","Connecticut",2016,3,626,19557
"547","Connecticut",2016,4,564,23370
"548","Connecticut",2016,5,75,5034
"549","Connecticut",2016,6,28,3463
"550","Connecticut",2016,7,15,4925
"551","Connecticut",2016,8,11,3978
"552","Connecticut",2016,9,31,9362
"553","Connecticut",2016,10,222,21145
"554","Connecticut",2016,11,260,15280
"555","Connecticut",2016,12,278,16094
"556","Connecticut",2017,1,352,10757
"557","Connecticut",2017,2,833,16415
"558","Connecticut",2017,3,462,14336
"559","Connecticut",2017,4,486,20595
"560","Connecticut",2017,5,100,9019
"561","Connecticut",2017,6,7,1759
"562","Connecticut",2017,7,4,1266
"563","Connecticut",2017,8,0,286
"564","Connecticut",2017,9,14,7960
"565","Connecticut",2017,10,213,18870
"566","Connecticut",2017,11,285,17564
"567","Connecticut",2017,12,529,17182
"568","Connecticut",2018,1,818,14515
"569","Connecticut",2018,2,1548,24871
"570","Connecticut",2018,3,881,21559
"571","Connecticut",2018,4,494,17110
"572","Connecticut",2018,5,152,9158
"573","Connecticut",2018,6,6,2763
"574","Connecticut",2018,7,2,849
"575","Connecticut",2018,8,5,1822
"576","Connecticut",2018,9,36,7196
"577","Delaware",2010,10,52,16345
"578","Delaware",2010,11,58,12648
"579","Delaware",2010,12,45,13227
"580","Delaware",2011,1,318,19962
"581","Delaware",2011,2,416,18236
"582","Delaware",2011,3,227,17195
"583","Delaware",2011,4,68,17545
"584","Delaware",2011,5,6,7855
"585","Delaware",2011,6,0,252
"586","Delaware",2011,7,0,0
"587","Delaware",2011,8,0,0
"588","Delaware",2011,9,0,0
"589","Delaware",2011,10,14,13388
"590","Delaware",2011,11,33,13447
"591","Delaware",2011,12,69,17888
"592","Delaware",2012,1,48,14453
"593","Delaware",2012,2,39,14989
"594","Delaware",2012,3,56,14415
"595","Delaware",2012,4,29,10043
"596","Delaware",2012,5,10,9580
"597","Delaware",2012,6,1,1869
"598","Delaware",2012,7,0,1286
"599","Delaware",2012,8,2,1858
"600","Delaware",2012,9,4,2679
"601","Delaware",2012,10,37,12414
"602","Delaware",2012,11,64,11549
"603","Delaware",2012,12,342,16495
"604","Delaware",2013,1,574,11022
"605","Delaware",2013,2,227,10850
"606","Delaware",2013,3,121,12316
"607","Delaware",2013,4,26,8730
"608","Delaware",2013,5,0,6724
"609","Delaware",2013,6,0,1386
"610","Delaware",2013,7,0,860
"611","Delaware",2013,8,0,1210
"612","Delaware",2013,9,0,1018
"613","Delaware",2013,10,78,11234
"614","Delaware",2013,11,151,13620
"615","Delaware",2013,12,139,8669
"616","Delaware",2014,1,209,8632
"617","Delaware",2014,2,234,9924
"618","Delaware",2014,3,187,12097
"619","Delaware",2014,4,87,9160
"620","Delaware",2014,5,1,7397
"621","Delaware",2014,6,4,5733
"622","Delaware",2014,7,0,5703
"623","Delaware",2014,8,0,7640
"624","Delaware",2014,9,4,5710
"625","Delaware",2014,10,3,6764
"626","Delaware",2014,11,7,8653
"627","Delaware",2014,12,33,6594
"628","Delaware",2015,1,387,13500
"629","Delaware",2015,2,157,12410
"630","Delaware",2015,3,54,12183
"631","Delaware",2015,4,19,10156
"632","Delaware",2015,5,3,9063
"633","Delaware",2015,6,1,6027
"634","Delaware",2015,7,0,5958
"635","Delaware",2015,8,0,7673
"636","Delaware",2015,9,1,6313
"637","Delaware",2015,10,13,18714
"638","Delaware",2015,11,34,15263
"639","Delaware",2015,12,18,14289
"640","Delaware",2016,1,25,14018
"641","Delaware",2016,2,32,12587
"642","Delaware",2016,3,177,12543
"643","Delaware",2016,4,84,15413
"644","Delaware",2016,5,18,11633
"645","Delaware",2016,6,10,10532
"646","Delaware",2016,7,6,12998
"647","Delaware",2016,8,10,10860
"648","Delaware",2016,9,9,10496
"649","Delaware",2016,10,18,14164
"650","Delaware",2016,11,17,10424
"651","Delaware",2016,12,14,12837
"652","Delaware",2017,1,41,10020
"653","Delaware",2017,2,110,11385
"654","Delaware",2017,3,65,11499
"655","Delaware",2017,4,50,13704
"656","Delaware",2017,5,8,11045
"657","Delaware",2017,6,11,6875
"658","Delaware",2017,7,4,12594
"659","Delaware",2017,8,5,10596
"660","Delaware",2017,9,5,13370
"661","Delaware",2017,10,8,11548
"662","Delaware",2017,11,23,9997
"663","Delaware",2017,12,34,12018
"664","Delaware",2018,1,134,9790
"665","Delaware",2018,2,515,12013
"666","Delaware",2018,3,172,13085
"667","Delaware",2018,4,23,10462
"668","Delaware",2018,5,12,10354
"669","Delaware",2018,6,10,11053
"670","Delaware",2018,7,10,8680
"671","Delaware",2018,8,0,8587
"672","Delaware",2018,9,3,8229
"673","Georgia",2010,10,3023,157598
"674","Georgia",2010,11,6162,155128
"675","Georgia",2010,12,7743,145249
"676","Georgia",2011,1,7837,171189
"677","Georgia",2011,2,7167,155568
"678","Georgia",2011,3,3282,144228
"679","Georgia",2011,4,2573,179179
"680","Georgia",2011,5,1798,128781
"681","Georgia",2011,6,1177,124895
"682","Georgia",2011,7,898,145177
"683","Georgia",2011,8,1117,121973
"684","Georgia",2011,9,1744,130070
"685","Georgia",2011,10,2574,176389
"686","Georgia",2011,11,2368,136617
"687","Georgia",2011,12,3005,122736
"688","Georgia",2012,1,2423,124270
"689","Georgia",2012,2,2611,140555
"690","Georgia",2012,3,3506,176913
"691","Georgia",2012,4,1760,128324
"692","Georgia",2012,5,1048,110013
"693","Georgia",2012,6,1697,147423
"694","Georgia",2012,7,927,106196
"695","Georgia",2012,8,1309,119392
"696","Georgia",2012,9,1296,140475
"697","Georgia",2012,10,1211,109606
"698","Georgia",2012,11,2539,118146
"699","Georgia",2012,12,6587,149182
"700","Georgia",2013,1,3220,101404
"701","Georgia",2013,2,2633,109484
"702","Georgia",2013,3,3319,156318
"703","Georgia",2013,4,1252,122893
"704","Georgia",2013,5,664,102556
"705","Georgia",2013,6,482,123448
"706","Georgia",2013,7,279,97783
"707","Georgia",2013,8,535,138607
"708","Georgia",2013,9,885,135210
"709","Georgia",2013,10,1486,141825
"710","Georgia",2013,11,3082,168250
"711","Georgia",2013,12,4164,116885
"712","Georgia",2014,1,2805,116403
"713","Georgia",2014,2,1193,88014
"714","Georgia",2014,3,897,123446
"715","Georgia",2014,4,515,115343
"716","Georgia",2014,5,415,136162
"717","Georgia",2014,6,95,53213
"718","Georgia",2014,7,56,53328
"719","Georgia",2014,8,149,90958
"720","Georgia",2014,9,181,83041
"721","Georgia",2014,10,546,101721
"722","Georgia",2014,11,2210,110793
"723","Georgia",2014,12,5485,89766
"724","Georgia",2015,1,2951,120706
"725","Georgia",2015,2,2370,100489
"726","Georgia",2015,3,1844,99305
"727","Georgia",2015,4,1048,94495
"728","Georgia",2015,5,1357,123873
"729","Georgia",2015,6,648,90817
"730","Georgia",2015,7,499,88147
"731","Georgia",2015,8,988,143871
"732","Georgia",2015,9,1383,120790
"733","Georgia",2015,10,1751,149510
"734","Georgia",2015,11,1471,123526
"735","Georgia",2015,12,2258,127001
"736","Georgia",2016,1,3059,177752
"737","Georgia",2016,2,3371,156261
"738","Georgia",2016,3,4558,155776
"739","Georgia",2016,4,3894,175538
"740","Georgia",2016,5,2585,135929
"741","Georgia",2016,6,1778,138141
"742","Georgia",2016,7,1555,158657
"743","Georgia",2016,8,1938,131747
"744","Georgia",2016,9,2562,147207
"745","Georgia",2016,10,4850,274200
"746","Georgia",2016,11,5713,217106
"747","Georgia",2016,12,8580,251176
"748","Georgia",2017,1,8649,223455
"749","Georgia",2017,2,12452,227260
"750","Georgia",2017,3,10795,226879
"751","Georgia",2017,4,7087,266919
"752","Georgia",2017,5,3344,201760
"753","Georgia",2017,6,2176,198613
"754","Georgia",2017,7,1972,220671
"755","Georgia",2017,8,2310,185990
"756","Georgia",2017,9,4091,247664
"757","Georgia",2017,10,4019,192965
"758","Georgia",2017,11,5839,186709
"759","Georgia",2017,12,9512,232044
"760","Georgia",2018,1,21738,204270
"761","Georgia",2018,2,26699,215882
"762","Georgia",2018,3,8122,237549
"763","Georgia",2018,4,4187,179097
"764","Georgia",2018,5,3509,178488
"765","Georgia",2018,6,2907,198203
